"ID" "cov" "y"
"1" 1 0 0.6533120070024
"2" 1 0.0714285714285714 0.49892543062967
"3" 1 0.142857142857143 0.489884524137067
"4" 1 0.214285714285714 0.322704681038882
"5" 1 0.285714285714286 0.478319286961552
"6" 1 0.357142857142857 0.608598129219545
"7" 1 0.428571428571429 0.594817805955107
"8" 1 0.5 0.425790823051883
"9" 1 0.571428571428571 0.534758906283359
"10" 1 0.642857142857143 0.541755542421659
"11" 1 0.714285714285714 0.58320721243985
"12" 1 0.785714285714286 0.660759383864428
"13" 1 0.857142857142857 0.564915185166544
"14" 1 0.928571428571428 0.818470879228909
"15" 1 1 0.56438524245066
"16" 2 0 0.459896028476682
"17" 2 0.0714285714285714 0.379146678711138
"18" 2 0.142857142857143 0.416523932978014
"19" 2 0.214285714285714 0.432678788321876
"20" 2 0.285714285714286 0.689050711385341
"21" 2 0.357142857142857 0.419744737473583
"22" 2 0.428571428571429 0.497444569304944
"23" 2 0.5 0.638891841047669
"24" 2 0.571428571428571 0.387044480008821
"25" 2 0.642857142857143 0.484370073376936
"26" 2 0.714285714285714 0.564127125740047
"27" 2 0.785714285714286 0.443417419346438
"28" 2 0.857142857142857 0.450352476767863
"29" 2 0.928571428571428 0.461754840059843
"30" 2 1 0.481599718747583
"31" 3 0 0.767019707919632
"32" 3 0.0714285714285714 0.78403242777504
"33" 3 0.142857142857143 0.819311228565281
"34" 3 0.214285714285714 0.790241774647182
"35" 3 0.285714285714286 0.87771431048082
"36" 3 0.357142857142857 0.662269874420972
"37" 3 0.428571428571429 0.883509873851273
"38" 3 0.5 0.84247359498057
"39" 3 0.571428571428571 0.855236460499479
"40" 3 0.642857142857143 0.754970686280181
"41" 3 0.714285714285714 0.843269806358231
"42" 3 0.785714285714286 0.824090019176979
"43" 3 0.857142857142857 0.854437975155371
"44" 3 0.928571428571428 0.862713925751964
"45" 3 1 0.882219597099503
"46" 4 0 0.816102444747293
"47" 4 0.0714285714285714 0.858739680735117
"48" 4 0.142857142857143 0.853687589674469
"49" 4 0.214285714285714 0.842162233207357
"50" 4 0.285714285714286 0.906510161226708
"51" 4 0.357142857142857 0.898398333249635
"52" 4 0.428571428571429 0.936168342830167
"53" 4 0.5 0.939991105416212
"54" 4 0.571428571428571 0.859416231728678
"55" 4 0.642857142857143 0.849054096605402
"56" 4 0.714285714285714 0.882621566839555
"57" 4 0.785714285714286 0.918079895736218
"58" 4 0.857142857142857 0.983426263214814
"59" 4 0.928571428571428 0.797234654621307
"60" 4 1 0.933731665802602
"61" 5 0 0.448470266095763
"62" 5 0.0714285714285714 0.367877214942109
"63" 5 0.142857142857143 0.501328227457788
"64" 5 0.214285714285714 0.555335556812266
"65" 5 0.285714285714286 0.561425254763895
"66" 5 0.357142857142857 0.542821143483025
"67" 5 0.428571428571429 0.640100140563481
"68" 5 0.5 0.555595524502462
"69" 5 0.571428571428571 0.664398239827121
"70" 5 0.642857142857143 0.628640760362453
"71" 5 0.714285714285714 0.560427804917588
"72" 5 0.785714285714286 0.655419758820647
"73" 5 0.857142857142857 0.745899673565088
"74" 5 0.928571428571428 0.607716356567364
"75" 5 1 0.644677673190842
"76" 6 0 0.797962532291886
"77" 6 0.0714285714285714 0.807449016104265
"78" 6 0.142857142857143 0.589882854536605
"79" 6 0.214285714285714 0.801055072948457
"80" 6 0.285714285714286 0.869721884426652
"81" 6 0.357142857142857 0.85750743370247
"82" 6 0.428571428571429 0.792186530083456
"83" 6 0.5 0.843402161889483
"84" 6 0.571428571428571 0.859820950910117
"85" 6 0.642857142857143 0.905764051139936
"86" 6 0.714285714285714 0.855464048297191
